last_payment_amnt,total_received_principal,term_ordinal,total_payment_investors,total_payment,term_since_last_pay_mth,purpose_small_business,inquiries_last_6mths,interest_rate,purpose_credit_card,funded_amount,installment,loan_amount,funded_amount_investors,interest_rate,revolving_utillization,purpose_small_business,debt_to_income_ratio,verification_status_Verified,purpose_major_purchase,repay_fail
677.64,2000.0,0,2280.39,2280.386102,22.0,0,0.0,10.99,1,2000.0,65.47,2000.0,2000.0,10.99,0.855,0,8.3,1,0,0
8017.8550000000005,26008.03,1,30777.455,32150.9887785,40.0,0,0.0,11.71,0,29812.5,773.44,29550.0,27575.0,11.71,0.535,0,22.61,1,0,0
1753.14,3000.0,1,3598.53,3598.526973,30.0,0,3.0,10.0,0,3000.0,63.75,3000.0,3000.0,10.0,0.148,0,24.84,0,0,0
5182.43,26008.03,1,30777.455,32150.9887785,55.0,0,3.0,18.62,0,29812.5,771.96,29550.0,27489.08973,18.62,0.603,0,8.55,1,0,0
400.86,12000.0,0,14229.23,14288.77,36.0,0,0.0,11.71,0,12000.0,396.92,12000.0,11950.0,11.71,0.32,0,4.96,1,0,0
8017.8550000000005,20000.0,0,19537.45,20867.76151,4.0,0,0.0,13.48,0,20000.0,678.49,20000.0,18725.0,13.48,0.23,0,12.07,1,1,0
1833.36,8000.0,1,10303.31,10303.31,51.0,0,0.0,10.74,0,8000.0,172.91,8000.0,8000.0,10.74,0.445,0,16.23,0,0,0
81.35,2500.0,0,2778.49,2778.493151,36.0,0,1.0,6.99,0,2500.0,77.19,2500.0,2500.0,6.99,0.607,0,19.38,1,0,0
4757.26,9000.0,0,10556.63,10556.6276,21.0,0,2.0,13.49,1,9000.0,305.38,9000.0,9000.0,13.49,0.836,0,20.62,1,0,0
351.13,4531.19,1,9545.19,9545.19,23.0,0,0.0,14.27,0,15000.0,351.13,15000.0,15000.0,14.27,0.685,0,8.88,0,0,1
16.35,5000.0,0,5283.67,5290.415422,17.0,0,2.0,5.42,0,5000.0,150.8,5000.0,4994.156071,5.42,0.06,0,6.26,1,0,0
264.36,7500.0,0,8857.26,8886.882948,37.0,0,2.0,11.36,0,7500.0,246.84,7500.0,7475.0,11.36,0.094,0,5.16,0,0,0
3336.04,6000.0,0,6981.69,6981.691712,19.0,0,0.0,13.22,1,6000.0,202.81,6000.0,6000.0,13.22,0.318,0,5.2,0,0,0
1717.77,7000.0,0,7746.0,7789.995302,30.0,0,2.0,7.4,0,7000.0,217.42,7000.0,6961.208092,7.4,0.052,0,23.87,0,0,0
3575.74,5875.0,0,6175.78,6255.635269,16.0,0,0.0,6.03,0,5875.0,178.81,5875.0,5800.0,6.03,0.008,0,11.11,0,0,0
1283.34,8000.0,0,9402.83,9432.304728,27.0,0,0.0,12.18,0,8000.0,266.4,8000.0,7975.0,12.18,0.315,0,19.32,0,0,0
554.36,15000.0,0,18790.72,18790.72002,36.0,0,2.0,15.27,0,15000.0,521.97,15000.0,15000.0,15.27,0.11,0,2.16,1,0,0
136.52,4000.0,0,4375.27,4430.654186,37.0,0,0.0,6.76,0,4000.0,123.07,4000.0,3950.0,6.76,0.113,0,12.79,1,0,0
439.07,12000.0,0,14762.21,14762.20848,37.0,0,3.0,13.98,0,12000.0,410.02,12000.0,12000.0,13.98,0.755,0,23.21,0,0,0
7390.75,13400.0,1,21029.97,21029.97167,37.0,0,2.0,22.195,0,13400.0,379.45,13400.0,13400.0,22.195,0.982,0,20.58,0,0,0
1364.0,9050.0,0,9896.38,9896.379706,32.0,0,0.0,5.99,0,9050.0,275.28,9050.0,9050.0,5.99,0.239,0,16.56,0,0,0
215.46,1285.15,1,2639.22,2639.22,17.0,0,5.0,15.21,0,9000.0,215.11,9000.0,9000.0,15.21,0.292,0,1.4,1,0,1
281.22,2448.38,0,3972.4,3972.4,13.0,0,3.0,15.99,0,8000.0,281.22,8000.0,8000.0,15.99,0.511,0,5.31,0,0,1
4094.98,5500.0,1,6320.6,6320.599718,19.0,0,0.0,10.74,0,5500.0,118.88,5500.0,5500.0,10.74,0.545,0,17.81,0,0,0
345.57,10000.0,0,11171.75,11199.74497,36.0,0,2.0,7.51,0,10000.0,311.1,10000.0,9975.0,7.51,0.462,0,8.97,0,0,0
28.62,8000.0,1,10159.33,10159.32754,26.0,0,0.0,15.7,1,8000.0,193.28,8000.0,8000.0,15.7,0.7,0,4.34,1,0,0
160.98,4500.0,0,5183.86,5396.981385,36.0,0,1.0,12.21,0,4500.0,149.92,4500.0,4340.12,12.21,0.857,0,9.27,0,1,0
7389.14,21000.0,0,24640.37,24967.32683,26.0,0,0.0,12.69,0,21000.0,704.45,21000.0,20725.0,12.69,0.797,0,17.84,1,0,0
170.22,4800.0,0,5821.47,5821.465999,36.0,0,2.0,12.99,0,4800.0,161.71,4800.0,4800.0,12.99,0.588,0,7.84,0,0,0
67.2,8207.5,1,13679.25,13724.13,39.0,0,0.0,12.68,1,15250.0,344.5,15250.0,15200.0,12.68,0.14,0,29.08,1,0,1
259.6,7500.0,0,259.65,9335.850752,37.0,0,4.0,14.82,0,7500.0,259.33,7500.0,256.4167844,14.82,0.757,0,24.73,1,0,0
692.91,6800.0,0,6780.37,8259.442905,34.0,0,1.0,13.16,0,6800.0,229.64,6800.0,5679.4871,13.16,0.679,0,3.07,0,0,0
5192.34,8000.0,1,9403.66,9433.141629,27.0,0,0.0,9.99,0,8000.0,169.94,8000.0,7975.0,9.99,0.458,0,2.75,0,0,0
2915.47,11800.0,0,5124.02,13361.99097,29.0,0,3.0,8.63,0,11800.0,373.21,11800.0,4525.0,8.63,0.326,0,7.8,0,0,0
42.76,538.33,0,726.5,726.5,16.0,0,2.0,10.0,0,1325.0,42.76,1325.0,1325.0,10.0,0.04,0,14.95,1,0,1
8017.8550000000005,21000.0,1,27834.87,27868.0439,29.0,0,0.0,16.77,0,21000.0,519.32,21000.0,20975.0,16.77,0.953,0,13.08,1,0,0
2322.24,3500.0,0,3968.7,3968.695679,15.0,0,2.0,12.87,0,3500.0,117.72,3500.0,3500.0,12.87,0.841,0,9.34,1,0,0
192.77,840.82,1,4733.85,4733.85,10.0,0,0.0,15.58,0,8000.0,192.77,8000.0,8000.0,15.58,0.781,0,11.29,1,0,1
63.59,2000.0,0,1419.73,2227.023184,36.0,0,0.0,7.12,0,2000.0,61.87,2000.0,1275.0,7.12,0.022,0,5.6,0,0,0
2243.06,5000.0,0,6033.63,6033.627528,24.0,0,0.0,14.72,0,5000.0,172.65,5000.0,5000.0,14.72,0.571,0,7.02,1,0,0
426.43,11500.0,0,13553.18,13553.17723,36.0,0,0.0,10.99,0,11500.0,376.46,11500.0,11500.0,10.99,0.654,0,23.96,1,0,0
1000.78,15000.0,0,17420.27,17420.26909,35.0,0,0.0,10.0,0,15000.0,484.01,15000.0,15000.0,10.0,0.242,0,11.26,0,0,0
269.08,8000.0,0,8761.1,9345.171975,36.0,0,1.0,10.38,0,8000.0,259.57,8000.0,7500.0,10.38,0.108,0,10.97,1,0,0
191.94,5600.0,0,1342.3,6901.891599,37.0,0,0.0,14.12,1,5600.0,191.73,5600.0,1281.199965,14.12,0.011,0,24.77,0,0,0
375.33,10000.0,0,12551.31,12582.76222,37.0,0,0.0,15.58,0,10000.0,349.51,10000.0,9975.0,15.58,0.65,0,12.21,1,0,0
409.04,3000.0,0,3221.6,3221.596149,20.0,0,0.0,6.92,0,3000.0,92.53,3000.0,3000.0,6.92,0.58,0,20.29,1,0,0
8017.8550000000005,18000.0,1,24834.5,24834.49965,34.0,0,2.0,16.89,0,18000.0,446.29,18000.0,18000.0,16.89,0.427,0,11.22,1,0,0
4613.66,5500.0,0,5869.11,5869.106903,8.0,0,0.0,10.99,0,5500.0,180.04,5500.0,5500.0,10.99,0.691,0,24.41,0,1,0
322.6,8400.0,0,10260.53,10260.53429,36.0,0,0.0,13.49,0,8400.0,285.02,8400.0,8400.0,13.49,0.619,0,21.06,0,0,0
204.11,6000.0,0,7029.69,7029.69413,36.0,0,0.0,10.59,0,6000.0,195.27,6000.0,6000.0,10.59,0.261,0,13.1,1,0,0
65.12,2500.0,0,2908.88,2908.876984,33.0,0,1.0,10.36,0,2500.0,81.1,2500.0,2500.0,10.36,0.524,0,17.73,1,1,0
3.35,14000.0,0,4781.06,16054.23125,18.0,0,0.0,12.84,0,14000.0,470.66,14000.0,4174.203878,12.84,0.718,0,22.06,1,0,0
2956.94,4000.0,1,4215.32,4215.31728,7.0,0,3.0,10.74,0,4000.0,86.46,4000.0,4000.0,10.74,0.272,0,20.42,1,0,0
199.81,5000.0,0,6530.02,6530.023725,36.0,0,2.0,18.25,0,5000.0,181.39,5000.0,5000.0,18.25,0.958,0,2.95,1,0,0
186.62,3078.18,0,4105.29,4105.29,23.0,0,0.0,13.49,0,5500.0,186.62,5500.0,5500.0,13.49,0.637,0,10.56,1,0,1
8017.8550000000005,10475.0,0,3123.35,11185.33815,6.0,0,5.0,14.38,0,10475.0,359.95,10475.0,2925.0,14.38,0.558,0,4.26,0,0,0
100.15,1665.46,0,3098.17,3223.85,11.0,1,3.0,15.65,0,25000.0,821.53,25000.0,24048.34167,15.65,0.626,1,9.01,1,0,1
571.95,24925.0,1,30777.455,32150.9887785,60.0,1,5.0,13.43,0,24925.0,572.63,24925.0,24313.39968,13.43,0.303,1,26.21,1,0,0
24.53,17500.0,0,19515.54,20081.07886,18.0,0,0.0,13.48,1,17500.0,593.7,17500.0,17087.35118,13.48,0.37,0,3.31,0,0,0
107.64,3000.0,0,3608.82,3608.817962,37.0,0,0.0,12.42,0,3000.0,100.25,3000.0,3000.0,12.42,0.824,0,6.4,1,0,0
8017.8550000000005,19000.0,1,22085.51,22379.98567,19.0,0,3.0,12.69,0,19000.0,429.3,19000.0,18750.0,12.69,0.301,0,20.84,1,0,0
3032.52,6950.0,1,8766.13,8766.125639,40.0,0,0.0,10.99,0,6950.0,151.08,6950.0,6950.0,10.99,0.66,0,28.0,0,0,0
529.59,15000.0,0,17745.12,17804.46704,36.0,0,1.0,11.49,1,15000.0,494.57,15000.0,14950.0,11.49,0.542,0,12.57,0,0,0
528.93,1016.69,0,1582.59,1582.59,3.0,0,2.0,15.27,0,15200.0,528.93,15200.0,15200.0,15.27,0.905,0,22.19,0,0,1
1012.54,1000.0,0,1012.37,1012.37,2.0,0,1.0,14.79,0,1000.0,34.57,1000.0,1000.0,14.79,0.837,0,23.75,1,0,0
1498.44,6000.0,0,7182.75,7182.753313,28.0,0,1.0,13.49,0,6000.0,203.59,6000.0,6000.0,13.49,0.47,0,5.08,1,0,0
600.51,5000.0,1,7211.36,7216.76,56.0,0,0.0,15.58,0,5000.0,120.48,5000.0,4997.376282,15.58,0.054,0,17.19,1,0,0
368.69,2095.88,1,4415.91,4423.26,12.0,0,1.0,16.49,0,15000.0,368.69,15000.0,14975.0,16.49,0.597,0,18.0,0,0,1
6331.99,9500.0,0,8709.64,10138.17698,15.0,0,0.0,6.91,0,9500.0,292.95,9500.0,8303.337379,6.91,0.314,0,16.52,1,0,0
209.82,1099.1,0,1766.17,1843.23,8.0,0,0.0,15.62,0,6000.0,209.82,6000.0,5750.0,15.62,0.9,0,20.06,0,0,1
1032.11,3524.78,0,10074.75,10241.37,16.0,0,4.0,11.86,0,25000.0,821.53,25000.0,24238.45,11.86,0.591,0,7.43,1,0,1
5604.16,7500.0,0,7908.29,7914.454548,12.0,0,2.0,6.91,0,7500.0,231.27,7500.0,7494.888185,6.91,0.277,0,22.86,0,0,0
2046.53,4000.0,0,3358.87,4478.499418,20.0,0,4.0,9.45,0,4000.0,128.04,4000.0,3000.0,9.45,0.118,0,6.31,0,0,0
113.07,337.99,0,2136.43,3251.89,4.0,0,1.0,10.08,0,3500.0,113.07,3500.0,2299.999194,10.08,0.078,0,3.0,0,0,1
617.83,11265.46,1,21601.59,21624.05,35.0,0,2.0,18.64,0,24000.0,617.83,24000.0,23975.0,18.64,0.683,0,10.03,1,0,1
1113.4,4923.23,1,9187.54,11601.16,19.0,0,0.0,18.25,0,21925.0,559.74,25000.0,20810.08151,18.25,0.615,0,18.52,1,0,1
111.94,3000.0,0,3015.65,3618.779056,36.0,0,3.0,12.61,0,3000.0,100.52,3000.0,2500.0,12.61,0.961,0,5.33,1,0,0
8017.8550000000005,10000.0,0,10374.63,10374.63,3.0,0,0.0,15.28,0,10000.0,348.03,10000.0,10000.0,15.28,0.536,0,16.49,1,0,0
8017.8550000000005,20000.0,1,28954.0,28990.24,43.0,0,2.0,17.27,0,20000.0,499.96,20000.0,19975.0,17.27,0.303,0,12.76,1,0,0
4161.41,5400.0,0,5639.91,5639.905296,10.0,0,0.0,6.03,0,5400.0,164.36,5400.0,5400.0,6.03,0.243,0,17.34,1,0,0
8017.8550000000005,10900.0,0,12285.25,12285.2473,11.0,0,0.0,15.65,0,10900.0,381.34,10900.0,10900.0,15.65,0.603,0,6.5,0,0,0
113.35,595.29,0,782.46,788.06,8.0,0,1.0,10.25,0,3500.0,113.35,3500.0,3475.0,10.25,0.786,0,21.69,0,0,1
70.86,2000.0,0,2369.82,2369.820346,36.0,0,1.0,11.36,0,2000.0,65.83,2000.0,2000.0,11.36,0.848,0,15.26,0,0,0
5972.79,12000.0,1,16735.14,17091.2113,38.0,0,0.0,17.49,0,12000.0,301.41,12000.0,11750.0,17.49,0.205,0,16.56,1,0,0
1686.96,2100.0,0,1132.17,2211.661954,10.0,0,0.0,7.88,0,2100.0,65.69,2100.0,1075.0,7.88,0.076,0,21.52,0,0,0
3097.12,8000.0,0,9594.77,9594.768214,25.0,0,1.0,13.61,0,8000.0,271.91,8000.0,8000.0,13.61,0.824,0,10.82,1,0,0
560.44,3751.61,1,6164.36,6164.36,22.0,0,0.0,11.99,0,12600.0,280.22,12600.0,12600.0,11.99,0.63,0,16.18,0,0,1
89.45,3213.74,1,4702.94,4702.94,51.0,0,0.0,12.23,0,4000.0,89.45,4000.0,4000.0,12.23,0.9,0,2.63,0,0,1
257.23,10000.0,1,15246.12,15439.11117,60.0,0,3.0,18.62,0,10000.0,257.32,10000.0,9875.0,18.62,0.341,0,14.19,1,0,0
456.95,13500.0,0,16302.76,16302.76,37.0,0,2.0,12.69,0,13500.0,452.86,13500.0,13500.0,12.69,0.777,0,11.97,1,0,0
7176.96,15000.0,0,15753.66,16559.34061,21.0,0,1.0,8.0,0,15000.0,470.05,15000.0,14312.49,8.0,0.223,0,17.11,0,0,0
235.6,7200.0,0,7284.57,7860.773417,36.0,0,0.0,5.79,0,7200.0,218.36,7200.0,6710.772257,5.79,0.15,0,16.86,1,0,0
6.84,9000.0,0,10111.2,10139.36,37.0,0,5.0,7.9,0,9000.0,281.62,9000.0,8975.0,7.9,0.048,0,5.6,1,0,0
8017.8550000000005,9000.0,0,9232.38,9232.378352,3.0,0,2.0,15.62,0,9000.0,314.73,9000.0,9000.0,15.62,0.75,0,13.5,1,0,0
493.59,15000.0,0,17341.64,17546.34805,33.0,0,3.0,11.86,1,15000.0,497.22,15000.0,14825.0,11.86,0.779,0,19.5,1,0,0
19.98,10000.0,0,10865.29,10865.29303,10.0,0,4.0,12.73,0,10000.0,335.67,10000.0,10000.0,12.73,0.375,0,19.05,0,0,0
7292.74,10200.0,0,11376.14,11376.13729,13.0,0,2.0,12.42,0,10200.0,340.84,10200.0,10200.0,12.42,0.642,0,17.86,1,0,0
456.68,13000.04,0,15319.49,15319.4933,37.0,0,0.0,10.99,0,13000.0,425.55,13000.0,13000.0,10.99,0.547,0,15.11,1,0,0
318.93,12000.0,1,17964.57,18002.06996,62.0,0,3.0,17.19,0,12000.0,299.46,12000.0,11975.0,17.19,0.452,0,17.08,1,0,0
5132.03,6000.0,0,6047.09,6255.593234,8.0,0,0.0,7.88,0,6000.0,187.69,6000.0,5800.0,7.88,0.102,0,1.93,1,0,0
39.3,12999.99,0,15487.07,15880.58915,38.0,0,0.0,13.47,1,13000.0,441.0,13000.0,12726.34,13.47,0.902,0,13.88,1,0,0
373.44,12000.0,0,13263.95,13263.95464,37.0,0,0.0,6.62,0,12000.0,368.45,12000.0,12000.0,6.62,0.464,0,10.75,1,0,0
258.07,6400.0,0,8130.68,8194.698239,37.0,0,1.0,16.82,0,6400.0,227.61,6400.0,6350.0,16.82,0.936,0,1.55,1,0,0
254.99,3000.0,0,3084.66,3191.031475,20.0,0,0.0,5.79,0,3000.0,90.99,3000.0,2900.0,5.79,0.154,0,17.41,1,0,0
470.94,1789.07,0,3052.51,3052.51,13.0,1,1.0,21.59,0,6200.0,235.47,6200.0,6200.0,21.59,0.582,1,4.06,0,0,1
8017.8550000000005,20500.0,1,23615.58,23936.68457,22.0,0,0.0,10.65,0,20500.0,442.15,20500.0,20225.0,10.65,0.54,0,28.73,1,0,0
367.25,12000.0,0,13148.14,13148.13786,37.0,0,0.0,6.03,0,12000.0,365.23,12000.0,12000.0,6.03,0.651,0,16.31,1,0,0
2054.64,3200.0,0,3441.94,3441.936558,16.0,0,0.0,7.37,0,3200.0,99.35,3200.0,3200.0,7.37,0.24,0,18.15,0,0,0
258.18,7400.0,0,8993.45,9085.530064,37.0,0,3.0,13.85,0,7400.0,252.37,7400.0,7325.0,13.85,0.94,0,12.44,1,0,0
4448.01,5400.0,0,5596.47,5596.466683,8.0,0,1.0,5.99,0,5400.0,164.26,5400.0,5400.0,5.99,0.01,0,4.46,1,0,0
139.45,3200.0,0,3859.83,3859.834811,35.0,0,3.0,12.68,0,3200.0,107.33,3200.0,3200.0,12.68,0.395,0,14.11,1,0,0
208.87,1989.69,1,4629.33,4629.33,26.0,0,0.0,18.17,0,7000.0,178.41,7000.0,7000.0,18.17,0.819,0,2.35,0,0,1
1208.5,1200.0,0,1208.06,1208.06,1.0,0,4.0,7.88,0,1200.0,37.54,1200.0,1200.0,7.88,0.102,0,10.11,1,1,0
71.01,2000.0,0,2563.01,2563.01474,37.0,0,3.0,16.89,0,2000.0,71.2,2000.0,2000.0,16.89,0.249,0,11.91,0,0,0
2737.82,12000.0,0,14350.56,14350.55848,31.0,0,0.0,12.42,0,12000.0,400.99,12000.0,12000.0,12.42,0.695,0,16.8,1,0,0
295.21,14050.0,1,17659.13,17753.89999,60.0,0,0.0,9.62,0,14050.0,295.91,16750.0,13975.0,9.62,0.876,0,20.45,1,0,0
20.79,5650.0,0,6852.1,6852.098646,21.0,0,4.0,16.45,0,5650.0,199.89,5650.0,5650.0,16.45,0.596,0,6.53,0,0,0
497.28,14000.0,0,17345.27,17376.29697,36.0,0,0.0,14.61,0,14000.0,482.66,14000.0,13975.0,14.61,0.874,0,16.89,0,0,0
3508.23,16000.0,0,18108.48,18222.36783,30.0,0,0.0,8.94,0,16000.0,508.35,16000.0,15900.0,8.94,0.206,0,7.85,1,0,0
380.97,10499.99,0,12510.68,13348.37217,36.0,0,1.0,16.32,0,10500.0,370.8,10500.0,9798.06309,16.32,0.537,0,9.97,0,0,0
186.07,672.24,1,1600.96,1631.53,8.0,0,1.0,13.98,0,8000.0,186.07,8000.0,7850.0,13.98,0.721,0,3.13,1,0,1
2095.01,3375.0,1,4659.37,4659.369339,31.0,1,3.0,17.99,0,3375.0,85.69,3375.0,3375.0,17.99,0.669,1,24.39,0,0,0
0.61,1100.0,0,358.84,1320.171224,38.0,0,4.0,10.64,0,1100.0,35.83,1500.0,341.89,10.64,0.095,0,4.2,0,0,0
883.09,24999.99,0,29732.88,29822.34338,36.0,0,1.0,11.83,0,25000.0,821.53,25000.0,24925.0,11.83,0.045,0,21.45,0,0,0
177.85,4800.0,0,6134.91,6134.905834,36.0,1,3.0,16.7,0,4800.0,170.41,4800.0,4800.0,16.7,0.244,1,23.86,0,0,0
342.85,3646.03,0,8010.8,8010.8,16.0,0,5.0,14.22,0,10000.0,342.85,10000.0,10000.0,14.22,0.86,0,22.63,1,0,1
8017.8550000000005,26008.03,1,30777.455,32150.9887785,25.0,0,1.0,12.99,0,29812.5,682.44,29550.0,27575.0,12.99,0.038,0,10.04,1,0,0
74.25,2000.0,0,2460.4,2460.402176,36.0,0,1.0,13.99,0,2000.0,68.35,2000.0,2000.0,13.99,0.533,0,17.07,1,0,0
328.12,10375.0,0,11141.05,11264.69193,37.0,0,0.0,5.42,0,10375.0,312.91,10375.0,10269.63853,5.42,0.065,0,10.91,1,0,0
545.13,8722.65,1,20153.61,20153.61,34.0,0,0.0,21.36,1,20000.0,545.13,20000.0,20000.0,21.36,0.996,0,9.6,1,0,1
5218.12,12000.0,0,13625.06,13914.95705,24.0,0,0.0,11.49,1,12000.0,395.66,12000.0,11750.0,11.49,0.417,0,15.77,0,0,0
269.49,4488.45,1,8148.21,8321.82,27.0,0,0.0,12.42,0,12000.0,269.49,12000.0,11750.0,12.42,0.877,0,23.78,1,0,1
4126.74,10000.0,0,10275.06,10815.85272,23.0,0,1.0,5.99,0,10000.0,304.18,10000.0,9500.0,5.99,0.139,0,6.21,1,1,0
222.49,1001.92,1,1672.51,1672.51,8.0,0,1.0,10.74,0,9600.0,207.49,9600.0,9600.0,10.74,0.39,0,17.24,1,0,1
8017.8550000000005,15000.0,0,17810.85,17810.85467,19.0,0,0.0,15.62,1,15000.0,524.55,15000.0,15000.0,15.62,0.925,0,12.73,0,0,0
407.41,12000.0,0,5247.3,14326.80107,36.0,0,1.0,11.89,0,12000.0,397.97,12000.0,4778.529489,11.89,0.535,0,19.64,1,0,0
137.15,3600.0,0,4531.99,4531.988753,36.0,0,0.0,15.62,0,3600.0,125.9,3600.0,3600.0,15.62,0.833,0,21.62,0,0,0
98.85,1076.27,0,1676.09,1676.09,17.0,0,2.0,16.29,0,2800.0,98.85,2800.0,2800.0,16.29,0.677,0,3.94,1,0,1
426.95,12000.0,0,6979.65,14986.56938,36.0,0,2.0,15.05,0,12000.0,416.3,12000.0,5948.11368,15.05,0.85,0,11.85,1,0,0
5449.16,12000.0,1,15589.95,15921.64998,39.0,0,0.0,13.49,0,12000.0,276.06,12000.0,11750.0,13.49,0.775,0,8.43,0,0,0
6747.89,7000.0,0,2989.32,7215.590722,3.0,0,1.0,12.61,0,7000.0,234.55,7000.0,2900.0,12.61,0.785,0,9.63,0,0,0
3547.24,7500.0,0,331.35,8283.764642,21.0,0,1.0,6.0,1,7500.0,231.03,7500.0,300.0,6.0,0.469,0,14.07,0,0,0
507.76,11665.26,1,21356.44,21383.1,45.0,0,2.0,17.99,0,20000.0,507.76,20000.0,19975.0,17.99,0.936,0,14.41,1,0,1
5866.71,8000.0,0,8718.62,8718.616222,13.0,0,2.0,10.37,0,8000.0,259.53,8000.0,8000.0,10.37,0.162,0,9.93,0,0,0
425.4,12000.0,0,14523.38,14553.70367,36.0,0,0.0,12.99,0,12000.0,404.27,12000.0,11975.0,12.99,0.933,0,22.76,1,0,0
268.43,7500.01,0,9046.89,9046.888583,37.0,0,3.0,12.61,0,7500.0,251.3,7500.0,7500.0,12.61,0.523,0,15.99,1,0,0
115.93,5400.0,1,7002.42,7002.419079,60.0,0,2.0,10.74,0,5400.0,116.72,5400.0,5400.0,10.74,0.135,0,19.75,1,0,0
343.24,14500.0,1,19385.49,20234.34049,61.0,0,1.0,13.98,0,14500.0,337.24,14500.0,14036.51277,13.98,0.55,0,14.01,1,1,0
675.15,19000.0,0,22921.88,23350.19889,37.0,0,2.0,13.92,0,19000.0,648.61,19000.0,18662.73905,13.92,0.82,0,12.9,1,0,0
437.44,11999.99,0,13989.24,14313.83973,36.0,0,0.0,11.83,0,12000.0,397.61,12000.0,11730.01927,11.83,0.223,0,2.09,0,0,0
388.63,12195.04,1,19674.06,19950.21,50.0,0,2.0,16.45,0,15825.0,388.63,25000.0,15690.56566,16.45,0.911,0,9.48,1,0,1
3591.93,7000.0,1,8271.43,8301.074203,17.0,0,0.0,15.99,0,7000.0,170.19,7000.0,6975.0,15.99,0.269,0,21.22,1,0,0
143.75,4000.0,0,3836.69,4416.328789,36.0,0,0.0,6.54,0,4000.0,122.67,4000.0,3475.0,6.54,0.316,0,12.92,1,0,0
1166.31,3000.0,1,4445.52,4482.875584,44.0,0,1.0,18.62,0,3000.0,77.2,3000.0,2975.0,18.62,0.525,0,8.99,1,0,0
564.33,3819.5,0,5633.05,5641.66,10.0,0,1.0,14.91,1,16300.0,564.33,16300.0,16275.0,14.91,0.795,0,24.17,1,0,1
2866.32,6000.0,0,6586.59,6614.151992,21.0,0,0.0,7.88,0,6000.0,187.69,6000.0,5975.0,7.88,0.365,0,19.14,0,0,0
503.5,5000.0,0,6134.06,6134.055788,30.0,0,2.0,14.46,0,5000.0,172.01,5000.0,5000.0,14.46,0.917,0,14.34,0,0,0
2368.67,8000.0,0,9732.33,9732.326193,28.0,0,3.0,13.99,0,8000.0,273.39,8000.0,8000.0,13.99,0.922,0,7.12,0,0,0
5751.63,13750.0,0,17300.72,17428.74202,24.0,0,1.0,18.43,0,13750.0,500.09,13750.0,13654.60505,18.43,0.988,0,24.04,0,0,0
2424.45,15000.0,0,17241.37,17533.59401,32.0,0,0.0,10.59,1,15000.0,488.18,15000.0,14750.0,10.59,0.306,0,19.52,0,0,0
226.8,6000.0,0,7553.44,7553.441954,36.0,1,2.0,15.62,0,6000.0,209.82,6000.0,6000.0,15.62,0.822,1,10.97,0,0,0
75.75,2000.0,0,2438.39,2438.385737,37.0,0,1.0,13.35,0,2000.0,67.73,2000.0,2000.0,13.35,0.996,0,12.41,1,0,0
2195.0,12127.06,0,14457.37,14457.37,30.0,0,0.0,10.37,0,14000.0,454.18,14000.0,14000.0,10.37,0.573,0,20.02,1,0,1
8017.8550000000005,18000.0,0,19645.98,19645.97819,13.0,0,1.0,9.91,0,18000.0,580.05,18000.0,18000.0,9.91,0.387,0,8.84,0,0,0
6312.17,6600.0,0,6695.5,6720.962313,3.0,0,1.0,7.49,0,6600.0,205.28,6600.0,6575.0,7.49,0.355,0,19.55,1,0,0
695.83,20000.0,0,23737.28,23737.28489,36.0,0,0.0,11.48,0,20000.0,659.37,20000.0,20000.0,11.48,0.019,0,10.07,1,0,0
137.08,4000.0,0,4325.03,4472.468915,37.0,0,2.0,7.4,0,4000.0,124.24,4000.0,3875.029894,7.4,0.077,0,4.93,0,0,0
370.69,4210.44,0,6538.44,6573.09,12.0,0,3.0,14.35,1,16000.0,549.57,16000.0,15226.15,14.35,0.5,0,18.3,1,0,1
2773.64,4950.0,1,6771.19,6771.18718,35.0,0,1.0,16.4,0,4950.0,121.43,4950.0,4950.0,16.4,0.555,0,10.49,1,0,0
8017.8550000000005,20000.0,0,21944.03,21944.03056,21.0,0,1.0,7.49,0,20000.0,622.04,20000.0,20000.0,7.49,0.211,0,15.56,0,0,0
42.08,600.0,0,676.63,706.0468746,36.0,0,0.0,10.91,0,600.0,19.62,600.0,575.0,10.91,0.735,0,11.68,0,0,0
2458.72,12000.0,1,16418.88,16487.57998,52.0,0,0.0,13.72,0,12000.0,277.49,12000.0,11950.0,13.72,0.575,0,12.39,0,0,0
2960.81,4000.0,0,4725.97,4725.973635,13.0,0,1.0,19.29,0,4000.0,147.22,4000.0,4000.0,19.29,0.415,0,4.46,0,0,0
8017.8550000000005,26008.03,1,30777.455,32150.9887785,46.0,0,1.0,20.99,0,29812.5,811.44,29550.0,27017.77928,20.99,0.546,0,16.68,1,0,0
2031.05,6200.0,0,6666.15,6720.341425,27.0,0,3.0,5.79,0,6200.0,188.03,10000.0,6150.0,5.79,0.246,0,18.67,1,0,0
1212.3,12650.0,0,14167.72,14453.32383,34.0,0,0.0,8.9,0,12650.0,401.68,12650.0,12400.0,8.9,0.37,0,11.9,0,0,0
378.02,10000.0,0,12205.18,12655.04454,36.0,0,0.0,15.33,0,10000.0,348.29,10000.0,9650.046523,15.33,0.77,0,19.87,0,0,0
33.0,4425.06,1,9109.78,9109.78,26.0,1,1.0,18.25,0,14275.0,364.44,17600.0,14275.0,18.25,0.504,1,15.47,1,0,1
